id	label
882	1907
883	1908
884	1909
885	191
886	1910
887	1911
888	1912
889	1913
890	1914
891	1915
892	1916
893	1917
894	1918
895	1919
896	192
897	1920
898	1921
899	1922
900	1923
901	1924
902	1925
903	1926
904	1927
905	1928
906	1929
907	193
908	1930
909	1931
910	1932
911	1933
912	1934
913	1935
914	1936
915	1937
916	1938
917	1939
918	194
919	1940
920	1941
921	1942
922	1943
923	1944
924	1945
925	1946
926	1947
927	1948
928	1949
929	195
930	1950
931	1951
932	1952
933	1953
934	1954
935	1955
936	1956
937	1957
938	1958
939	1959
940	196
941	1960
942	1961
943	1962
944	1963
945	1964
946	1965
947	1966
948	1967
949	1968
950	1969
951	197
952	1970
953	1971
954	1972
955	1973
956	1974
957	1975
958	1976
959	1977
960	1978
961	1979
962	198
963	1980
964	1981
965	1982
966	1983
967	1984
968	1985
969	1986
970	1987
971	1988
972	1989
973	199
974	1990
975	1991
976	1992
977	1993
978	1994
979	1995
980	1996
981	1997
982	1998
983	1999
984	2
985	20
986	200
987	2000
988	2001
989	2002
990	2003
991	2004
992	2005
993	2006
994	2007
995	2008
996	2009
997	201
998	2010
999	2011
1000	2012
1001	2013
1002	2014
1003	2015
1004	2016
1005	2017
1006	2018
1007	2019
1008	202
1009	2020
1010	2021
1011	2022
1012	2023
1013	2024
1014	2025
1015	2026
1016	2027
1017	2028
1018	2029
1019	203
1020	2030
1021	2031
1022	2032
1023	2033
1024	2034
1025	2035
1026	2036
1027	2037
1028	2038
1029	2039
1030	204
1031	2040
1032	2041
1033	2042
1034	2043
1035	2044
1036	2045
1037	2046
1038	2047
1039	2048
1040	2049
1041	205
1042	2050
1043	2051
1044	2052
1045	2053
1046	2054
1047	2055
1048	2056
1049	2057
1050	2058
1051	2059
1052	206
1053	2060
1054	2061
1055	2062
1056	2063
1057	2064
1058	2065
1059	2066
1060	2067
1061	2068
1062	2069
1063	207
1064	2070
1065	2071
1066	2072
1067	2073
1068	2074
1069	2075
1070	2076
1071	2077
1072	2078
1073	2079
1074	208
1075	2080
1076	2081
1077	2082
1078	2083
1079	2084
1080	2085
1081	2086
1082	2087
1083	2088
1084	2089
1085	209
1086	2090
1087	2091
1088	2092
1089	2093
1090	2094
1091	2095
1092	2096
1093	2097
1094	2098
1095	2099
1096	21
1097	210
1098	2100
1099	2101
1100	2102
1101	2103
1102	2104
1103	2105
1104	2106
1105	2107
1106	2108
1107	2109
1108	211
1109	2110
1110	2111
1111	2112
1112	2113
1113	2114
1114	2115
1115	2116
1116	2117
1117	2118
1118	2119
1119	212
1120	2120
1121	2121
1122	2122
1123	2123
1124	2124
1125	2125
1126	2126
1127	2127
1128	2128
1129	2129
1130	213
1131	2130
1132	2131
1133	2132
1134	2133
1135	2134
1136	2135
1137	2136
1138	2137
1139	2138
1140	2139
1141	214
1142	2140
1143	2141
1144	2142
1145	2143
1146	2144
1147	2145
1148	2146
1149	2147
1150	2148
1151	2149
1152	215
1153	2150
1154	2151
1155	2152
1156	2153
1157	2154
1158	2155
1159	2156
1160	2157
1161	2158
1162	2159
1163	216
1164	2160
1165	2161
1166	2162
1167	2163
1168	2164
1169	2165
1170	2166
1171	2167
1172	2168
1173	2169
1174	217
1175	2170
1176	2171
1177	2172
1178	2173
1179	2174
1180	2175
1181	2176
1182	2177
1183	2178
1184	2179
1185	218
1186	2180
1187	2181
1188	2182
1189	2183
1190	2184
1191	2185
1192	2186
1193	2187
1194	2188
1195	2189
1196	219
1197	2190
1198	2191
1199	2192
1200	2193
1201	2194
1202	2195
1203	2196
1204	2197
1205	2198
1206	2199
1207	22
1208	220
1209	2200
1210	2201
1211	2202
1212	2203
1213	2204
1214	2205
1215	2206
1216	2207
1217	2208
1218	2209
1219	221
1220	2210
1221	2211
1222	2212
1223	2213
1224	2214
1225	2215
1226	2216
1227	2217
1228	2218
1229	2219
1230	222
1231	2220
1232	2221
1233	2222
1234	2223
1235	2224
1236	2225
1237	2226
1238	2227
1239	2228
1240	2229
1241	223
1242	2230
1243	2231
1244	2232
1245	2233
1246	2234
1247	2235
1248	2236
1249	2237
1250	2238
1251	2239
1252	224
1253	2240
1254	2241
1255	2242
1256	2243
1257	2244
1258	2245
1259	2246
1260	2247
1261	2248
1262	2249
1263	225
1264	2250
1265	2251
1266	2252
1267	2253
1268	2254
1269	2255
1270	2256
1271	2257
1272	2258
1273	2259
1274	226
1275	2260
1276	2261
1277	2262
1278	2263
1279	2264
1280	2265
1281	2266
1282	2267
1283	2268
1284	2269
1285	227
1286	2270
1287	2271
1288	2272
1289	2273
1290	2274
1291	2275
1292	2276
1293	2277
1294	2278
1295	2279
1296	228
1297	2280
1298	2281
1299	2282
1300	2283
1301	2284
1302	2285
1303	2286
1304	2287
1305	2288
1306	2289
1307	229
1308	2290
1309	2291
1310	2292
1311	2293
1312	2294
1313	2295
1314	2296
1315	2297
1316	2298
1317	2299
1318	23
1319	230
1320	2300
1321	2301
1322	2302
1323	2303
1324	2304
1325	2305
1326	2306
1327	2307
1328	2308
1329	2309
1330	231
1331	2310
1332	2311
1333	2312
1334	2313
1335	2314
1336	2315
1337	2316
1338	2317
1339	2318
1340	2319
1341	232
1342	2320
1343	2321
1344	2322
1345	2323
1346	2324
1347	2325
1348	2326
1349	2327
1350	2328
1351	2329
1352	233
1353	2330
1354	2331
1355	2332
1356	2333
1357	2334
1358	2335
1359	2336
1360	2337
1361	2338
1362	2339
1363	234
1364	2340
1365	2341
1366	2342
1367	2343
1368	2344
1369	2345
1370	2346
1371	2347
1372	2348
1373	2349
1374	235
1375	2350
1376	2351
1377	2352
1378	2353
1379	2354
1380	2355
1381	2356
1382	2357
1383	2358
1384	2359
1385	236
1386	2360
1387	2361
1388	2362
1389	2363
1390	2364
1391	2365
1392	2366
1393	2367
1394	2368
1395	2369
1396	237
1397	2370
1398	2371
1399	2372
1400	2373
1401	2374
1402	2375
1403	2376
1404	2377
1405	2378
1406	2379
1407	238
1408	2380
1409	2381
1410	2382
1411	2383
1412	2384
1413	2385
1414	2386
1415	2387
1416	2388
1417	2389
1418	239
1419	2390
1420	2391
1421	2392
1422	2393
1423	2394
1424	2395
1425	2396
1426	2397
1427	2398
1428	2399
1429	24
1430	240
1431	2400
1432	2401
1433	2402
1434	2403
1435	2404
1436	2405
1437	2406
1438	2407
1439	2408
1440	2409
1441	241
1442	2410
1443	2411
1444	2412
1445	2413
1446	2414
1447	2415
1448	2416
1449	2417
1450	2418
1451	2419
1452	242
1453	2420
1454	2421
1455	2422
1456	2423
1457	2424
1458	2425
1459	2426
1460	2427
1461	2428
1462	2429
1463	243
1464	2430
1465	2431
1466	2432
1467	2433
1468	2434
1469	2435
1470	2436
1471	2437
1472	2438
1473	2439
1474	244
1475	2440
1476	2441
1477	2442
1478	2443
1479	2444
1480	2445
1481	2446
1482	2447
1483	2448
1484	2449
1485	245
1486	2450
1487	2451
1488	2452
1489	2453
1490	2454
1491	2455
1492	2456
1493	2457
1494	2458
1495	2459
1496	246
1497	2460
1498	2461
1499	2462
1500	2463
1501	2464
1502	2465
1503	2466
1504	2467
1505	2468
1506	2469
1507	247
1508	2470
1509	2471
1510	2472
1511	2473
1512	2474
1513	2475
1514	2476
1515	2477
1516	2478
1517	2479
1518	248
1519	2480
1520	2481
1521	2482
1522	2483
1523	2484
1524	2485
1525	2486
1526	2487
1527	2488
1528	2489
1529	249
1530	2490
1531	2491
1532	2492
1533	2493
1534	2494
1535	2495
1536	2496
1537	2497
1538	2498
1539	2499
1540	25
1541	250
1542	2500
1543	2501
1544	2502
1545	2503
1546	2504
1547	2505
1548	2506
1549	2507
1550	2508
1551	2509
1552	251
1553	2510
1554	2511
1555	2512
1556	2513
1557	2514
1558	2515
1559	2516
1560	2517
1561	2518
1562	2519
1563	252
1564	2520
1565	2521
1566	2522
1567	2523
1568	2524
1569	2525
1570	2526
1571	2527
1572	2528
1573	2529
1574	253
1575	2530
1576	2531
1577	2532
1578	2533
1579	2534
1580	2535
1581	2536
1582	2537
1583	2538
1584	2539
1585	254
1586	2540
1587	2541
1588	2542
1589	2543
1590	2544
1591	2545
1592	2546
1593	2547
1594	2548
1595	2549
1596	255
1597	2550
1598	2551
1599	2552
1600	2553
1601	2554
1602	2555
1603	2556
1604	2557
1605	2558
1606	2559
1607	256
1608	2560
1609	2561
1610	2562
1611	2563
1612	2564
1613	2565
1614	2566
1615	2567
1616	2568
1617	2569
1618	257
1619	2570
1620	2571
1621	2572
1622	2573
1623	2574
1624	2575
1625	2576
1626	2577
1627	2578
1628	2579
1629	258
1630	2580
1631	2581
1632	2582
1633	2583
1634	2584
1635	2585
1636	2586
1637	2587
1638	2588
1639	2589
1640	259
1641	2590
1642	2591
1643	2592
1644	2593
1645	2594
1646	2595
1647	2596
1648	2597
1649	2598
1650	2599
1651	26
1652	260
1653	2600
1654	2601
1655	2602
1656	2603
1657	2604
1658	2605
1659	2606
1660	2607
1661	2608
1662	2609
1663	261
1664	2610
1665	2611
1666	2612
1667	2613
1668	2614
1669	2615
1670	2616
1671	2617
1672	2618
1673	2619
1674	262
1675	2620
1676	2621
1677	2622
1678	2623
1679	2624
1680	2625
1681	2626
1682	2627
1683	2628
1684	2629
1685	263
1686	2630
1687	2631
1688	2632
1689	2633
1690	2634
1691	2635
1692	2636
1693	2637
1694	2638
1695	2639
1696	264
1697	2640
1698	2641
1699	2642
1700	2643
1701	2644
1702	2645
1703	2646
1704	2647
1705	2648
1706	2649
1707	265
1708	2650
1709	2651
1710	2652
1711	2653
1712	2654
1713	2655
1714	2656
1715	2657
1716	2658
1717	2659
1718	266
1719	2660
1720	2661
1721	2662
1722	2663
1723	2664
1724	2665
1725	2666
1726	2667
1727	2668
1728	2669
1729	267
1730	2670
1731	2671
1732	2672
1733	2673
1734	2674
1735	2675
1736	2676
1737	2677
1738	2678
1739	2679
1740	268
1741	2680
1742	2681
1743	2682
1744	2683
1745	2684
1746	2685
1747	2686
1748	2687
1749	2688
1750	2689
1751	269
1752	2690
1753	2691
1754	2692
1755	2693
1756	2694
1757	2695
1758	2696
1759	2697
1760	2698
1761	2699
1762	27
1763	270
1764	2700
1765	2701
1766	2702
1767	2703
1768	2704
1769	2705
1770	2706
1771	2707
1772	2708
1773	2709
1774	271
1775	2710
1776	2711
1777	2712
1778	2713
1779	2714
1780	2715
1781	2716
1782	2717
1783	2718
1784	2719
1785	272
1786	2720
1787	2721
1788	2722
1789	2723
1790	2724
1791	2725
1792	2726
1793	2727
1794	2728
1795	2729
1796	273
1797	2730
1798	2731
1799	2732
1800	2733
1801	2734
1802	2735
1803	2736
1804	2737
1805	2738
1806	2739
1807	274
1808	2740
1809	2741
1810	2742
1811	2743
1812	2744
1813	2745
1814	2746
1815	2747
1816	2748
1817	2749
1818	275
1819	2750
1820	2751
1821	2752
1822	2753
1823	2754
1824	2755
1825	2756
1826	2757
1827	2758
1828	2759
1829	276
1830	2760
1831	2761
1832	2762
1833	2763
1834	2764
1835	2765
1836	2766
1837	2767
1838	2768
1839	2769
1840	277
1841	2770
1842	2771
1843	2772
1844	2773
1845	2774
1846	2775
1847	2776
1848	2777
1849	2778
1850	2779
1851	278
1852	2780
1853	2781
1854	2782
1855	2783
1856	2784
1857	2785
1858	2786
1859	2787
1860	2788
1861	2789
1862	279
1863	2790
1864	2791
1865	2792
1866	2793
1867	2794
1868	2795
1869	2796
1870	2797
1871	2798
1872	2799
1873	28
1874	280
1875	2800
1876	2801
1877	2802
1878	2803
1879	2804
1880	2805
1881	2806
1882	2807
1883	2808
1884	2809
1885	281
1886	2810
1887	2811
1888	2812
1889	2813
1890	2814
1891	2815
1892	2816
1893	2817
1894	2818
1895	2819
1896	282
1897	2820
1898	2821
1899	2822
1900	2823
1901	2824
1902	2825
1903	2826
1904	2827
1905	2828
1906	2829
1907	283
1908	2830
1909	2831
1910	2832
1911	2833
1912	2834
1913	2835
1914	2836
1915	2837
1916	2838
1917	2839
1918	284
1919	2840
1920	2841
1921	2842
1922	2843
1923	2844
1924	2845
1925	2846
1926	2847
1927	2848
1928	2849
1929	285
1930	2850
1931	2851
1932	2852
1933	2853
1934	2854
1935	2855
1936	2856
1937	2857
1938	2858
1939	2859
1940	286
1941	2860
1942	2861
1943	2862
1944	2863
1945	2864
1946	2865
1947	2866
1948	2867
1949	2868
1950	2869
1951	287
1952	2870
1953	2871
1954	2872
1955	2873
1956	2874
1957	2875
1958	2876
1959	2877
1960	2878
1961	2879
1962	288
1963	2880
1964	2881
1965	2882
1966	2883
1967	2884
1968	2885
1969	2886
1970	2887
1971	2888
1972	2889
1973	289
1974	2890
1975	2891
1976	2892
1977	2893
1978	2894
1979	2895
1980	2896
1981	2897
1982	2898
1983	2899
1984	29
1985	290
1986	2900
1987	2901
1988	2902
1989	2903
1990	2904
1991	2905
1992	2906
1993	2907
1994	2908
1995	2909
1996	291
1997	2910
1998	2911
1999	2912
2000	2913
2001	2914
2002	2915
2003	2916
2004	2917
2005	2918
2006	2919
2007	292
2008	2920
2009	2921
2010	2922
2011	2923
2012	2924
2013	2925
2014	2926
2015	2927
2016	2928
2017	2929
2018	293
2019	2930
2020	2931
2021	2932
2022	2933
2023	2934
2024	2935
2025	2936
2026	2937
2027	2938
2028	2939
2029	294
2030	2940
2031	2941
2032	2942
2033	2943
2034	2944
2035	2945
2036	2946
2037	2947
2038	2948
2039	2949
2040	295
2041	2950
2042	2951
2043	2952
2044	296
2045	297
2046	298
2047	299
2048	2994
2049	2995
2050	2996
2051	2997
2052	2998
2053	2999
2054	3
2055	30
2056	300
2057	3000
2058	3001
2059	3002
2060	3003
2061	3004
2062	3005
2063	3006
2064	3007
2065	3008
2066	3009
2067	301
2068	3010
2069	3011
2070	3012
2071	3013
2072	3014
2073	3015
2074	3016
2075	3017
2076	3018
2077	3019
2078	302
2079	3020
2080	3021
2081	3022
2082	3023
2083	3024
2084	3025
2085	3026
2086	3027
2087	3028
2088	3029
2089	303
2090	3030
2091	3031
2092	3032
2093	3033
2094	3034
2095	3035
2096	304
2097	305
2098	306
2099	307
2100	308
2101	309
2102	31
2103	310
2104	311
2105	312
2106	313
2107	314
2108	315
2109	316
2110	317
2111	318
2112	319
2113	32
2114	320
2115	321
2116	322
2117	323
2118	324
2119	325
2120	326
2121	327
2122	328
2123	329
2124	33
2125	330
2126	331
2127	332
2128	333
2129	334
2130	335
2131	336
2132	337
2133	338
2134	339
2135	34
2136	340
2137	341
2138	342
2139	343
2140	344
2141	345
2142	346
2143	347
2144	348
2145	349
2146	35
2147	350
2148	351
2149	352
2150	353
2151	354
2152	355
2153	356
2154	357
2155	358
2156	359
2157	36
2158	360
2159	361
2160	362
2161	363
2162	364
2163	365
2164	366
2165	367
2166	368
2167	369
2168	37
2169	370
2170	371
2171	372
2172	373
2173	374
2174	375
2175	376
2176	377
2177	378
2178	379
2179	38
2180	380
2181	381
2182	382
2183	383
2184	384
2185	385
2186	386
2187	387
2188	388
2189	389
2190	39
2191	390
2192	391
2193	392
2194	393
2195	394
2196	395
2197	396
2198	397
2199	398
2200	399
2201	4
2202	40
2203	400
2204	401
2205	402
2206	403
2207	404
2208	405
2209	406
2210	407
2211	408
2212	409
2213	41
2214	410
2215	411
2216	412
2217	413
2218	414
2219	415
2220	416
2221	417
2222	418
2223	419
2224	42
2225	420
2226	421
2227	422
2228	423
2229	424
2230	425
2231	426
2232	427
2233	428
2234	429
2235	43
2236	430
2237	431
2238	432
2239	433
2240	434
2241	435
2242	436
2243	437
2244	438
2245	439
2246	44
2247	440
2248	441
2249	442
2250	443
2251	444
2252	445
2253	446
2254	447
2255	448
2256	449
2257	45
2258	450
2259	451
2260	452
2261	453
2262	454
2263	455
2264	456
2265	457
2266	458
2267	459
2268	46
2269	460
2270	461
2271	462
2272	463
2273	464
2274	465
2275	466
2276	467
2277	468
2278	469
2279	47
2280	470
2281	471
2282	472
2283	473
2284	474
2285	475
2286	476
2287	477
2288	478
2289	479
2290	48
2291	480
2292	481
2293	482
2294	483
2295	484
2296	485
2297	486
2298	487
2299	488
2300	489
2301	49
2302	490
2303	491
2304	492
2305	493
2306	494
2307	495
2308	496
2309	497
2310	498
2311	499
2312	5
2313	50
2314	500
2315	501
2316	502
2317	503
2318	504
2319	505
2320	506
2321	507
2322	508
2323	509
2324	51
2325	510
2326	511
2327	512
2328	513
2329	514
2330	515
2331	516
2332	517
2333	518
2334	519
2335	52
2336	520
2337	521
2338	522
2339	523
2340	524
2341	525
2342	526
2343	527
2344	528
2345	529
2346	53
2347	530
2348	531
2349	532
2350	533
2351	534
2352	535
2353	536
2354	537
2355	538
2356	539
2357	54
2358	540
2359	541
2360	542
2361	543
2362	544
2363	545
2364	546
2365	547
2366	548
2367	549
2368	55
2369	550
2370	551
2371	552
2372	553
2373	554
2374	555
2375	556
2376	557
2377	558
2378	559
2379	56
2380	560
2381	561
2382	562
2383	563
2384	564
2385	565
2386	566
2387	567
2388	568
2389	569
2390	57
2391	570
2392	571
2393	572
2394	573
2395	574
2396	575
2397	576
2398	577
2399	578
2400	579
2401	58
2402	580
2403	581
2404	582
2405	583
2406	584
2407	585
2408	586
2409	587
2410	588
2411	589
2412	59
2413	590
2414	591
2415	592
2416	593
2417	594
2418	595
2419	596
2420	597
2421	598
2422	599
2423	6
2424	60
2425	600
2426	601
2427	602
2428	603
2429	604
2430	605
2431	606
2432	607
2433	608
2434	609
2435	61
2436	610
2437	611
2438	612
2439	613
2440	614
2441	615
2442	616
2443	617
2444	618
2445	619
2446	62
2447	620
2448	621
2449	622
2450	623
2451	624
2452	625
2453	626
2454	627
2455	628
2456	629
2457	63
2458	630
2459	631
2460	632
2461	633
2462	634
2463	635
2464	636
2465	637
2466	638
2467	639
2468	64
2469	640
2470	641
2471	642
2472	643
2473	644
2474	645
2475	646
2476	647
2477	648
2478	649
2479	65
2480	650
2481	651
2482	652
2483	653
2484	654
2485	655
2486	656
2487	657
2488	658
2489	659
2490	66
2491	660
2492	661
2493	662
2494	663
2495	664
2496	665
2497	666
2498	667
2499	668
2500	669
2501	67
2502	670
2503	671
2504	672
2505	673
2506	674
2507	675
2508	676
2509	677
2510	678
2511	679
2512	68
2513	680
2514	681
2515	682
2516	683
2517	684
2518	685
2519	686
2520	687
2521	688
2522	689
2523	69
2524	690
2525	691
2526	692
2527	693
2528	694
2529	695
2530	696
2531	697
2532	698
2533	699
2534	7
2535	70
2536	700
2537	701
2538	702
2539	703
2540	704
2541	705
2542	706
2543	707
2544	708
2545	709
2546	71
2547	710
2548	711
2549	712
2550	713
2551	714
2552	715
2553	716
2554	717
2555	718
2556	719
2557	72
2558	720
2559	721
2560	722
2561	723
2562	724
2563	725
2564	726
2565	727
2566	728
2567	729
2568	73
2569	730
2570	731
2571	732
2572	733
2573	734
2574	735
2575	736
2576	737
2577	738
2578	739
2579	74
2580	740
2581	741
2582	742
2583	743
2584	744
2585	745
2586	746
2587	747
2588	748
2589	749
2590	75
2591	750
2592	751
2593	752
2594	753
2595	754
2596	755
2597	756
2598	757
2599	758
2600	759
2601	76
2602	760
2603	761
2604	762
2605	763
2606	764
2607	765
2608	766
2609	767
2610	768
2611	77
2612	78
2613	79
2614	8
2615	80
2616	81
2617	82
2618	83
2619	84
2620	85
2621	86
2622	87
2623	88
2624	89
